root	mode	first_line
testdir:bigalg.go	interpreted	bigalg.go:61:34: BASHPP-EEXPR-OPERAND: a is not a scalar
testdir:bigmap.go	interpreted	bigmap.go:52:3: type T redeclared in this session
testdir:chan/doubleselect.go	interpreted	command exceeded time limit
testdir:chan/doubleselect.go	compiled	chan/doubleselect.go:17:1: LOWER-ETYPE: cannot use __gosource_import_0_0.Int(string("n"), int(100000), string("number of iterations")) (value of type *int) as int value in variable declaration
testdir:chan/nonblock.go	interpreted	invalid select case
testdir:chan/powser1.go	interpreted	chan/powser1.go:123:2: BASHPP-ENIL-DEREF: dereference of nil pointer
testdir:chan/select.go	interpreted	BASHPP-EARG-CHAN: Send requires chan uint for parameter b
testdir:chan/select2.go	interpreted	BASHPP-ESELECTOR-ASSIGN: target is not a structured value
testdir:chan/select3.go	interpreted	chan/select3.go:25:6: BASHPP-EEXPR-UNDEFINED: undefined callable recover
testdir:chan/select4.go	interpreted	invalid select case
testdir:chan/select5.go	interpreted	BASHPP-EPOINTER-TARGET: expression is not a pointer
testdir:chan/select5.go	compiled	chan/select5.go:147:1: LOWER-ETYPE: cannot use parse(string("recv"), string(`
testdir:chan/sieve2.go	interpreted	BASHPP-ERETURN-CHAN: odds requires chan int result
testdir:chan/zerosize.go	interpreted	BASHPP-EBUILTIN-TYPE: make type must be a slice or map
testdir:chancap.go	interpreted	BASHPP-EBUILTIN-TYPE: make type must be a slice or map
testdir:chancap.go	compiled	chancap.go:11:1: LOWER-ETYPE: "unsafe" imported as __gosource_import_0_1 and not used
testdir:chanlinear.go	interpreted	BASHPP-EBUILTIN-TYPE: BASHPP-ECOLLECTION-ELEMENT: scalar cannot be used as chan bool
testdir:clear.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: cannot use *interp.bashPPBridgeValue value as float64
testdir:closedchan.go	interpreted	closedchan.go:322:39: BASHPP-EEXPR-OPERAND: c is not a scalar
testdir:closure2.go	interpreted	BASHPP-ECOLLECTION-INDEX: closure2.go:108:9: BASHPP-EEXPR-FORM: unsupported scalar call
testdir:closure4.go	interpreted	unknown imported symbol or method: f
testdir:cmp.go	interpreted	cmp.go:20:43: BASHPP-ESELECTOR-EXPR: unsupported structured expression
testdir:cmplxdivide.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: cannot use string value as complex128
testdir:codegen/alloc.go	interpreted	linux/amd64/v1
testdir:codegen/alloc.go	compiled	test/codegen/alloc.go:18:13: gosource: unsupported expression *ast.StructType
testdir:complit.go	interpreted	BASHPP-ECOLLECTION-LENGTH: invalid array length len(at)
testdir:complit2.go	interpreted	complit2.go:35:5: BASHPP-ECOMPARE-NONCOMPARABLE: unsupported comparison
testdir:const.go	interpreted	const.go:13:1: _ redeclared in this block
testdir:const4.go	interpreted	const4.go:42:2: BASHPP-EINIT-ORDER: initializer for c depends on c before it is initialized; dependency reordering across shell statements is unsupported
testdir:convert4.go	interpreted	BASHPP-ESELECTOR-EXPR: unsupported structured expression
testdir:convert4.go	compiled	convert4.go:83:1: LOWER-ETYPE: cannot use (*[5]string)(ss) (value of type *[5]string) as [5]string value in variable declaration
testdir:convert5.go	interpreted	convert5.go:65:12: convert5.go:65:23: BASHPP-EEXPR-DIVZERO: division by zero
testdir:copy.go	interpreted	copy.go:113:16: BASHPP-EEXPR-OPERAND: indexed value is not a scalar
testdir:ddd.go	interpreted	sum: cannot use "[1,2,3]" as int value for parameter args
testdir:defer.go	interpreted	defer.go:32:49: BASHPP-EUPDATE-RHS: defer.go:32:49: integer for interface {}
testdir:defererrcheck.go	interpreted	test/defererrcheck.go:57:1: gosource: unsupported LabeledStmt
testdir:defererrcheck.go	compiled	test/defererrcheck.go:57:1: gosource: unsupported LabeledStmt
testdir:deferprint.go	interpreted	deferprint.go:12:64: BASHPP-EEXPR-NIL: nil is not a scalar
testdir:devirtualization_nil_panics.go	interpreted	nil interface has no method A
testdir:devirtualization_nil_panics.go	compiled	panic: runtime error: invalid memory address or nil pointer dereference [recovered]
testdir:directive.go	interpreted	compilation succeeded unexpectedly
testdir:directive.go	compiled	compilation succeeded unexpectedly
testdir:directive2.go	interpreted	compilation succeeded unexpectedly
testdir:directive2.go	compiled	compilation succeeded unexpectedly
testdir:divmod.go	interpreted	divmod.go:301:9: BASHPP-EEXPR-DIVZERO: division by zero
testdir:embedfunc.go	interpreted	compilation succeeded unexpectedly
testdir:embedfunc.go	compiled	compilation succeeded unexpectedly
testdir:embedvers.go	interpreted	compilation succeeded unexpectedly
testdir:embedvers.go	compiled	main.go:8:18: pattern //: invalid pattern syntax
testdir:escape.go	interpreted	escape.go:182:2: BASHPP-EASSIGN-TYPE: cannot assign int to *int
testdir:escape2.go	interpreted	test/escape2.go:945:1: gosource: unsupported LabeledStmt
testdir:escape2.go	compiled	test/escape2.go:945:1: gosource: unsupported LabeledStmt
testdir:escape2n.go	interpreted	test/escape2n.go:945:1: gosource: unsupported LabeledStmt
testdir:escape2n.go	compiled	test/escape2n.go:945:1: gosource: unsupported LabeledStmt
testdir:escape_goto.go	interpreted	test/escape_goto.go:15:1: gosource: unsupported LabeledStmt
testdir:escape_goto.go	compiled	test/escape_goto.go:15:1: gosource: unsupported LabeledStmt
testdir:escape_runtime_atomic.go	interpreted	test/escape_runtime_atomic.go:12:2: could not import internal/runtime/atomic (use of internal package internal/runtime/atomic not allowed)
testdir:escape_runtime_atomic.go	compiled	test/escape_runtime_atomic.go:12:2: could not import internal/runtime/atomic (use of internal package internal/runtime/atomic not allowed)
testdir:finprofiled.go	interpreted	BASHPP-ESELECTOR-ASSIGN: target is not a structured value
testdir:fixedbugs/bug005.go	interpreted	fixedbugs/bug005.go:10:2: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug005.go	compiled	fixedbugs/bug005.go:10:2: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug027.go	interpreted	fixedbugs/bug027.go:56:7: BASHPP-EASSERT-OPERAND: type assertion operand must be an interface
testdir:fixedbugs/bug039.go	interpreted	test/fixedbugs/bug039.go:10:6: x redeclared in this block
testdir:fixedbugs/bug039.go	compiled	test/fixedbugs/bug039.go:10:6: x redeclared in this block
testdir:fixedbugs/bug040.go	interpreted	test/fixedbugs/bug040.go:10:2: x redeclared in this block
testdir:fixedbugs/bug040.go	compiled	test/fixedbugs/bug040.go:10:2: x redeclared in this block
testdir:fixedbugs/bug045.go	interpreted	fixedbugs/bug045.go:16:7: fixedbugs/bug045.go:16:7: BASHPP-ESELECTOR-EXPR: unsupported structured expression
testdir:fixedbugs/bug047.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: cannot use string value as float64
testdir:fixedbugs/bug054.go	interpreted	fixedbugs/bug054.go:26:9: BASHPP-EASSERT-OPERAND: type assertion operand must be an interface
testdir:fixedbugs/bug059.go	interpreted	BASHPP-ECOLLECTION-ASSIGN: indexed target is not a collection
testdir:fixedbugs/bug075.go	interpreted	fixedbugs/bug075.go:15:8: BASHPP-EASSIGN-ARITY: 2 variable(s) but 1 value(s)
testdir:fixedbugs/bug076.go	interpreted	test/fixedbugs/bug076.go:10:1: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug076.go	compiled	test/fixedbugs/bug076.go:10:1: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug077.go	interpreted	test/fixedbugs/bug077.go:11:1: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug077.go	compiled	test/fixedbugs/bug077.go:11:1: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug099.go	interpreted	BASHPP-EBUILTIN-TYPE: new requires exactly one type argument and is only a value expression
testdir:fixedbugs/bug113.go	interpreted	fixedbugs/bug113.go:31:11: fixedbugs/bug113.go:31:11: BASHPP-EASSERT-FAIL: interface value has dynamic type int, not int32
testdir:fixedbugs/bug115.go	compiled	test/fixedbugs/bug115.go:13:2: LOWER-ETYPE: cannot use i (variable of type *big.Int) as uint value in argument to isuint
testdir:fixedbugs/bug126.go	interpreted	test/fixedbugs/bug126.go:11:7: none redeclared in this block
testdir:fixedbugs/bug126.go	compiled	test/fixedbugs/bug126.go:11:7: none redeclared in this block
testdir:fixedbugs/bug13343.go	interpreted	test/fixedbugs/bug13343.go:10:5: initialization cycle for b
testdir:fixedbugs/bug13343.go	compiled	test/fixedbugs/bug13343.go:10:5: initialization cycle for b
testdir:fixedbugs/bug137.go	interpreted	test/fixedbugs/bug137.go:10:1: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug137.go	compiled	test/fixedbugs/bug137.go:10:1: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug140.go	interpreted	test/fixedbugs/bug140.go:12:2: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug140.go	compiled	test/fixedbugs/bug140.go:12:2: gosource: unsupported LabeledStmt
testdir:fixedbugs/bug148.go	interpreted	fixedbugs/bug148.go:14:2: type T redeclared in this session
testdir:fixedbugs/bug178.go	interpreted	fixedbugs/bug178.go:18:4: gosource: unsupported labeled branch
testdir:fixedbugs/bug178.go	compiled	fixedbugs/bug178.go:18:4: gosource: unsupported labeled branch
testdir:fixedbugs/bug184.go	interpreted	fixedbugs/bug184.go:41:9: BASHPP-EASSIGN-ARITY: 2 variable(s) but 1 value(s)
testdir:fixedbugs/bug184.go	compiled	fixedbugs/bug184.go:41:2: LOWER-ETYPE: assignment mismatch: 2 variables but __bpp0_rt.MustValue returns 1 value
testdir:fixedbugs/bug191.go	interpreted	test/fixedbugs/bug191.dir/main.go:11:1: _ redeclared in this block
testdir:fixedbugs/bug192.go	interpreted	test/fixedbugs/bug192.go:13:5: fmt already declared through import of package fmt ("fmt")
testdir:fixedbugs/bug192.go	compiled	test/fixedbugs/bug192.go:13:5: fmt already declared through import of package fmt ("fmt")
testdir:fixedbugs/bug195.go	interpreted	test/fixedbugs/bug195.go:14:6: invalid recursive type: S refers to itself
testdir:fixedbugs/bug195.go	compiled	test/fixedbugs/bug195.go:14:6: invalid recursive type: S refers to itself
testdir:fixedbugs/bug196.go	interpreted	fixedbugs/bug196.go:42:2: BASHPP-EUPDATE-TARGET: BASHPP-ENONADDRESSABLE: operand is not addressable
testdir:fixedbugs/bug196.go	compiled	fixedbugs/bug196.go:24:2: LOWER-ETYPE: assignment mismatch: 2 variables but __bpp0_rt.MustValue returns 1 value
testdir:fixedbugs/bug203.go	interpreted	fixedbugs/bug203.go:13:8: BASHPP-EASSIGN-TYPE: cannot assign [...]string to [8]string
testdir:fixedbugs/bug206.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: fixedbugs/bug206.go:25:21: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
testdir:fixedbugs/bug223.go	interpreted	test/fixedbugs/bug223.go:21:5: initialization cycle for m
testdir:fixedbugs/bug223.go	compiled	test/fixedbugs/bug223.go:21:5: initialization cycle for m
testdir:fixedbugs/bug225.go	interpreted	invalid select case
testdir:fixedbugs/bug242.go	interpreted	BASHPP-EPOINTER-TARGET: expression is not a pointer
testdir:fixedbugs/bug242.go	compiled	bad map check 13 false false
testdir:fixedbugs/bug243.go	interpreted	fixedbugs/bug243.go:25:16: unknown imported symbol or method: Addr
testdir:fixedbugs/bug246.go	interpreted	fixedbugs/bug246.go:14:15: BASHPP-EEXPR-CONVERT: cannot convert Int to __gosource_import_0_0.Pointer
testdir:fixedbugs/bug248.go	interpreted	test/fixedbugs/bug248.dir/bug2.go:41:13: cannot use t1(0) (constant 0 of float64 type t1) as I0 value in variable declaration: t1 does not implement I0 (wrong type for method M)
testdir:fixedbugs/bug248.go	compiled	test/fixedbugs/bug248.dir/bug2.go:41:13: cannot use t1(0) (constant 0 of float64 type t1) as I0 value in variable declaration: t1 does not implement I0 (wrong type for method M)
testdir:fixedbugs/bug251.go	interpreted	test/fixedbugs/bug251.go:9:6: invalid recursive type I1
testdir:fixedbugs/bug251.go	compiled	test/fixedbugs/bug251.go:9:6: invalid recursive type I1
testdir:fixedbugs/bug254.go	interpreted	fixedbugs/bug254.go:10:1: BASHPP-ECOLLECTION-LENGTH: invalid array length 1e1
testdir:fixedbugs/bug262.go	interpreted	BASHPP-EPOINTER-TARGET: expression is not a pointer
testdir:fixedbugs/bug262.go	compiled	BUG 123 hfg
testdir:fixedbugs/bug269.go	interpreted	fixedbugs/bug269.go:15:6: BASHPP-EINTERFACE-VALUE: undefined value f
testdir:fixedbugs/bug272.go	interpreted	fixedbugs/bug272.go:23:6: fixedbugs/bug272.go:23:6: BASHPP-ECOLLECTION-BOUNDS: index 4294967395 out of bounds for length 100
testdir:fixedbugs/bug273.go	interpreted	BASHPP-EBUILTIN-SIZE: make slice length/capacity is invalid: -1/-1
testdir:fixedbugs/bug273.go	compiled	fixedbugs/bug273.go:11:1: LOWER-ETYPE: "unsafe" imported as __gosource_import_0_0 and not used
testdir:fixedbugs/bug279.go	interpreted	unknown imported symbol or method: __gosource_import_0_0.Sizeof
testdir:fixedbugs/bug285.go	interpreted	BASHPP-EBUILTIN-TYPE: make type must be a slice or map
testdir:fixedbugs/bug286.go	interpreted	fixedbugs/bug286.go:30:2: type J redeclared in this session
testdir:fixedbugs/bug292.go	interpreted	fixedbugs/bug292.go:19:5: unknown imported symbol or method: __gosource_import_0_0.Offsetof
testdir:fixedbugs/bug294.go	interpreted	fixedbugs/bug294.go:66:5: gosource: computed call runtime is not implemented
testdir:fixedbugs/bug312.go	interpreted	invalid select case
testdir:fixedbugs/bug321.go	interpreted	check: cannot use "1/44942328371557897693232629769725618340449424473557664318357520289433168951375240783177119330601884005280028469967848339414697442203604155623211857659868531094441973356216371319075554900311523529863270738021251442209537670585615720368478277635206809290837627671146574559986811484619929076208839082406056034304" as float64 value for parameter got
testdir:fixedbugs/bug324.go	interpreted	BASHPP-EBUILTIN-TYPE: new requires exactly one type argument and is only a value expression
testdir:fixedbugs/bug327.go	interpreted	fixedbugs/bug327.go:21:7: BASHPP-EEXPR-CONVERT: cannot convert Int to a
testdir:fixedbugs/bug328.go	interpreted	fixedbugs/bug328.go:13:10: BASHPP-EEXPR-OPERAND: p is not a scalar
testdir:fixedbugs/bug329.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: cannot use string value as complex128
testdir:fixedbugs/bug331.go	interpreted	fixedbugs/bug331.go:20:1: _ redeclared in this block
testdir:fixedbugs/bug336.go	interpreted	fixedbugs/bug336.go:85:6: fixedbugs/bug336.go:85:6: BASHPP-EEXPR-CONVERT: cannot convert String to T18
testdir:fixedbugs/bug339.go	interpreted	unknown imported symbol or method: __gosource_import_0_0.Sizeof
testdir:fixedbugs/bug341.go	interpreted	fixedbugs/bug341.go:15:6: fixedbugs/bug341.go:15:6: BASHPP-EEXPR-CONVERT: cannot convert String to uint64
testdir:fixedbugs/bug342.go	interpreted	test/fixedbugs/bug342.go:12:14: x redeclared in this block
testdir:fixedbugs/bug342.go	compiled	test/fixedbugs/bug342.go:12:14: x redeclared in this block
testdir:fixedbugs/bug347.go	interpreted	fixedbugs/bug347.go:22:9: BASHPP-ENIL-DEREF: dereference of nil pointer
testdir:fixedbugs/bug348.go	interpreted	fixedbugs/bug348.go:17:20: BASHPP-ENIL-DEREF: dereference of nil pointer
testdir:fixedbugs/bug364.go	interpreted	fixedbugs/bug364.go:14:7: BASHPP-EUPDATE-RHS: fixedbugs/bug364.go:14:7: string for interface {}
testdir:fixedbugs/bug372.go	interpreted	fixedbugs/bug372.go:25:5: BASHPP-EEXPR-UNDEFINED: undefined callable tt
testdir:fixedbugs/bug385_64.go	interpreted	compilation succeeded unexpectedly
testdir:fixedbugs/bug398.go	interpreted	compilation succeeded unexpectedly
testdir:fixedbugs/bug401.go	interpreted	BASHPP-ERETURN-CALL: return requires a declared callable
testdir:fixedbugs/bug424.go	interpreted	BASHPP-EBUILTIN-TYPE: new requires exactly one type argument and is only a value expression
testdir:fixedbugs/bug424.go	compiled	test/fixedbugs/bug424.dir/main.go:53:2: LOWER-ETYPE: cannot use new(myT2) (value of type *myT2) as localI value in assignment: *myT2 does not implement localI (ambiguous selector *myT2.m)
testdir:fixedbugs/bug433.go	interpreted	fixedbugs/bug433.go:36:5: BASHPP-EEXPR-OPERAND: s is not a scalar
testdir:fixedbugs/bug441.go	interpreted	cannot use first argument as T receiver in T.m1
testdir:fixedbugs/bug442.go	interpreted	BASHPP-ESTRUCT-FIELD-DUPLICATE: field "_" declared more than once
testdir:fixedbugs/bug444.go	interpreted	fixedbugs/bug444.go:21:26: BASHPP-EEXPR-NIL: nil is not a scalar
testdir:fixedbugs/bug446.go	interpreted	fixedbugs/bug446.go:20:14: fixedbugs/bug446.go:20:14: BASHPP-EEXPR-UNDEFINED: undefined callable T
testdir:fixedbugs/bug447.go	interpreted	fixedbugs/bug447.go:39:7: BASHPP-ESELECTOR-ROOT: typ is not a structured value
testdir:fixedbugs/bug449.go	interpreted	/srv/sprint151/leaf-151/tmp/Testfixedbugsbug449.go2598211898/001/tmp__.go:15:9: BASHPP-EEXPR-OPERAND: v is not a scalar
testdir:fixedbugs/bug450.go	interpreted	fixedbugs/bug450.go:21:10: BASHPP-EEXPR-NIL: nil is not a scalar
testdir:fixedbugs/bug454.go	interpreted	fixedbugs/bug454.go:14:20: BASHPP-ERANGE-TYPE: cannot range over *[10]int
testdir:fixedbugs/bug459.go	interpreted	test/fixedbugs/bug459.go:12:5: initialization cycle for commandLine
testdir:fixedbugs/bug459.go	compiled	test/fixedbugs/bug459.go:12:5: initialization cycle for commandLine
testdir:fixedbugs/bug463.go	interpreted	test/fixedbugs/bug463.go:12:7: initialization cycle: a refers to itself
testdir:fixedbugs/bug463.go	compiled	test/fixedbugs/bug463.go:12:7: initialization cycle: a refers to itself
testdir:fixedbugs/bug465.go	interpreted	test/fixedbugs/bug465.dir/a.go:14:6: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPCompositeLit
testdir:fixedbugs/bug466.go	interpreted	BASHPP-ECOLLECTION-ELEMENT: cannot use string value as complex128
testdir:fixedbugs/bug470.go	interpreted	fixedbugs/bug470.go:23:5: BASHPP-EEXPR-CONVERT: cannot convert String to float64
testdir:fixedbugs/bug473.go	interpreted	fixedbugs/bug473.go:15:8: BASHPP-EUPDATE-RHS: fixedbugs/bug473.go:15:8: BASHPP-EASSERT-OPERAND: type assertion operand is not an interface
testdir:fixedbugs/bug474.go	interpreted	fixedbugs/bug474.go:25:12: BASHPP-ESELECTOR-UNKNOWN: T has no field or method "M"
testdir:fixedbugs/bug494.go	interpreted	BASHPP-EINTERFACE-VALUE: promoted interface method V has no interface storage
testdir:fixedbugs/bug495.go	interpreted	test/fixedbugs/bug495.go:15:3: gosource: unsupported labeled branch
testdir:fixedbugs/bug495.go	compiled	test/fixedbugs/bug495.go:15:3: gosource: unsupported labeled branch
testdir:fixedbugs/bug499.go	interpreted	BASHPP-EBUILTIN-TYPE: assignment target "_" is not declared
testdir:fixedbugs/bug513.go	interpreted	fixedbugs/bug513.go:20:7: fixedbugs/bug513.go:20:57: BASHPP-EEXPR-FORM: unsupported scalar expression *syntax.BashPPAddressExpr
